series_id	platform_id	sample_id	gsm_name	gpl_name	gse_name	t2d_control	t2d	sample_class
539	338	23822	GSM2287	GPL100	GSE121		t2d	1
539	338	23823	GSM2292	GPL100	GSE121		t2d	1
539	338	23824	GSM2297	GPL100	GSE121		t2d	1
539	338	23825	GSM2302	GPL100	GSE121		t2d	1
539	338	23826	GSM2307	GPL100	GSE121		t2d	1
539	338	23827	GSM2311	GPL100	GSE121	t2d_control		0
539	338	23828	GSM2316	GPL100	GSE121	t2d_control		0
539	338	23829	GSM2321	GPL100	GSE121	t2d_control		0
539	338	23830	GSM2326	GPL100	GSE121	t2d_control		0
539	338	23831	GSM2331	GPL100	GSE121	t2d_control		0
539	339	23832	GSM2288	GPL101	GSE121		t2d	1
539	339	23833	GSM2293	GPL101	GSE121		t2d	1
539	339	23834	GSM2298	GPL101	GSE121		t2d	1
539	339	23835	GSM2303	GPL101	GSE121		t2d	1
539	339	23836	GSM2308	GPL101	GSE121		t2d	1
539	339	23837	GSM2312	GPL101	GSE121	t2d_control		0
539	339	23838	GSM2317	GPL101	GSE121	t2d_control		0
539	339	23839	GSM2322	GPL101	GSE121	t2d_control		0
539	339	23840	GSM2327	GPL101	GSE121	t2d_control		0
539	339	23841	GSM2332	GPL101	GSE121	t2d_control		0
539	22	23842	GSM2289	GPL80	GSE121		t2d	1
539	22	23843	GSM2294	GPL80	GSE121		t2d	1
539	22	23844	GSM2299	GPL80	GSE121		t2d	1
539	22	23845	GSM2304	GPL80	GSE121		t2d	1
539	22	23846	GSM2309	GPL80	GSE121		t2d	1
539	22	23847	GSM2313	GPL80	GSE121	t2d_control		0
539	22	23848	GSM2318	GPL80	GSE121	t2d_control		0
539	22	23849	GSM2323	GPL80	GSE121	t2d_control		0
539	22	23850	GSM2328	GPL80	GSE121	t2d_control		0
539	22	23851	GSM2333	GPL80	GSE121	t2d_control		0
539	340	23852	GSM2285	GPL98	GSE121		t2d	1
539	340	23853	GSM2290	GPL98	GSE121		t2d	1
539	340	23854	GSM2295	GPL98	GSE121		t2d	1
539	340	23855	GSM2300	GPL98	GSE121		t2d	1
539	340	23856	GSM2305	GPL98	GSE121		t2d	1
539	340	23857	GSM2310	GPL98	GSE121	t2d_control		0
539	340	23858	GSM2314	GPL98	GSE121	t2d_control		0
539	340	23859	GSM2319	GPL98	GSE121	t2d_control		0
539	340	23860	GSM2324	GPL98	GSE121	t2d_control		0
539	340	23861	GSM2329	GPL98	GSE121	t2d_control		0
539	341	23862	GSM2284	GPL99	GSE121	t2d_control		0
539	341	23863	GSM2286	GPL99	GSE121		t2d	1
539	341	23864	GSM2291	GPL99	GSE121		t2d	1
539	341	23865	GSM2296	GPL99	GSE121		t2d	1
539	341	23866	GSM2301	GPL99	GSE121		t2d	1
539	341	23867	GSM2306	GPL99	GSE121		t2d	1
539	341	23868	GSM2315	GPL99	GSE121	t2d_control		0
539	341	23869	GSM2320	GPL99	GSE121	t2d_control		0
539	341	23870	GSM2325	GPL99	GSE121	t2d_control		0
539	341	23871	GSM2330	GPL99	GSE121	t2d_control		0
697	7	29398	GSM317322	GPL8300	GSE12643		t2d	1
697	7	29399	GSM317323	GPL8300	GSE12643		t2d	1
697	7	29400	GSM317324	GPL8300	GSE12643		t2d	1
697	7	29401	GSM317325	GPL8300	GSE12643		t2d	1
697	7	29402	GSM317326	GPL8300	GSE12643		t2d	1
697	7	29403	GSM317327	GPL8300	GSE12643		t2d	1
697	7	29404	GSM317328	GPL8300	GSE12643		t2d	1
697	7	29405	GSM317329	GPL8300	GSE12643		t2d	1
697	7	29406	GSM317330	GPL8300	GSE12643		t2d	1
697	7	29407	GSM317331	GPL8300	GSE12643		t2d	1
697	7	29408	GSM317332	GPL8300	GSE12643	t2d_control		0
697	7	29409	GSM317333	GPL8300	GSE12643	t2d_control		0
697	7	29410	GSM317334	GPL8300	GSE12643	t2d_control		0
697	7	29411	GSM317335	GPL8300	GSE12643	t2d_control		0
697	7	29412	GSM317336	GPL8300	GSE12643	t2d_control		0
697	7	29413	GSM317337	GPL8300	GSE12643	t2d_control		0
697	7	29414	GSM317338	GPL8300	GSE12643	t2d_control		0
697	7	29415	GSM317339	GPL8300	GSE12643	t2d_control		0
697	7	29416	GSM317340	GPL8300	GSE12643	t2d_control		0
697	7	29417	GSM317341	GPL8300	GSE12643	t2d_control		0
796	343	32561	GSM326095	GPL6106	GSE13015		t2d	1
796	343	32562	GSM326096	GPL6106	GSE13015	t2d_control		0
796	343	32578	GSM326112	GPL6106	GSE13015	t2d_control		0
796	343	32579	GSM326113	GPL6106	GSE13015		t2d	1
796	343	32585	GSM326119	GPL6106	GSE13015	t2d_control		0
796	343	32595	GSM326167	GPL6106	GSE13015		t2d	1
796	343	32597	GSM326169	GPL6106	GSE13015		t2d	1
796	343	32603	GSM326175	GPL6106	GSE13015		t2d	1
796	343	32615	GSM326187	GPL6106	GSE13015		t2d	1
796	343	32617	GSM326189	GPL6106	GSE13015		t2d	1
796	389	32638	GSM365212	GPL6947	GSE13015	t2d_control		0
796	389	32639	GSM365213	GPL6947	GSE13015	t2d_control		0
796	389	32640	GSM365214	GPL6947	GSE13015	t2d_control		0
796	389	32641	GSM365215	GPL6947	GSE13015	t2d_control		0
796	389	32642	GSM365216	GPL6947	GSE13015	t2d_control		0
796	389	32643	GSM365217	GPL6947	GSE13015		t2d	1
796	389	32644	GSM365218	GPL6947	GSE13015		t2d	1
796	389	32645	GSM365219	GPL6947	GSE13015		t2d	1
796	389	32646	GSM365220	GPL6947	GSE13015		t2d	1
796	389	32647	GSM365221	GPL6947	GSE13015		t2d	1
979	9	45816	GSM346560	GPL571	GSE13760		t2d	1
979	9	45817	GSM346561	GPL571	GSE13760	t2d_control		0
979	9	45818	GSM346563	GPL571	GSE13760		t2d	1
979	9	45819	GSM346565	GPL571	GSE13760		t2d	1
979	9	45820	GSM346566	GPL571	GSE13760	t2d_control		0
979	9	45821	GSM346568	GPL571	GSE13760	t2d_control		0
979	9	45822	GSM346570	GPL571	GSE13760	t2d_control		0
979	9	45823	GSM346572	GPL571	GSE13760		t2d	1
979	9	45824	GSM346573	GPL571	GSE13760	t2d_control		0
979	9	45825	GSM346575	GPL571	GSE13760	t2d_control		0
979	9	45826	GSM346576	GPL571	GSE13760	t2d_control		0
979	9	45827	GSM346578	GPL571	GSE13760	t2d_control		0
979	9	45828	GSM346579	GPL571	GSE13760		t2d	1
979	9	45829	GSM346581	GPL571	GSE13760	t2d_control		0
979	9	45830	GSM346582	GPL571	GSE13760		t2d	1
979	9	45831	GSM346584	GPL571	GSE13760	t2d_control		0
979	9	45832	GSM346585	GPL571	GSE13760	t2d_control		0
979	9	45833	GSM346586	GPL571	GSE13760		t2d	1
979	9	45834	GSM346587	GPL571	GSE13760		t2d	1
979	9	45835	GSM346588	GPL571	GSE13760		t2d	1
979	9	45836	GSM346589	GPL571	GSE13760		t2d	1
1495	2	66527	GSM391693	GPL96	GSE15653	t2d_control		0
1495	2	66528	GSM391694	GPL96	GSE15653	t2d_control		0
1495	2	66529	GSM391695	GPL96	GSE15653	t2d_control		0
1495	2	66530	GSM391696	GPL96	GSE15653	t2d_control		0
1495	2	66531	GSM391697	GPL96	GSE15653	t2d_control		0
1495	2	66536	GSM391702	GPL96	GSE15653		t2d	1
1495	2	66537	GSM391703	GPL96	GSE15653		t2d	1
1495	2	66538	GSM391704	GPL96	GSE15653		t2d	1
1495	2	66539	GSM391705	GPL96	GSE15653		t2d	1
1495	2	66540	GSM391706	GPL96	GSE15653		t2d	1
1495	2	66541	GSM391707	GPL96	GSE15653		t2d	1
1495	2	66542	GSM391708	GPL96	GSE15653		t2d	1
1495	2	66543	GSM391709	GPL96	GSE15653		t2d	1
1495	2	66544	GSM391710	GPL96	GSE15653		t2d	1
1522	511	67382	GSM396438	GPL8450	GSE15790	t2d_control		0
1522	511	67383	GSM396439	GPL8450	GSE15790	t2d_control		0
1522	511	67384	GSM396440	GPL8450	GSE15790		t2d	1
1522	511	67385	GSM396442	GPL8450	GSE15790	t2d_control		0
1522	511	67386	GSM396443	GPL8450	GSE15790		t2d	1
1522	511	67387	GSM396444	GPL8450	GSE15790	t2d_control		0
1522	511	67388	GSM396445	GPL8450	GSE15790		t2d	1
1522	511	67389	GSM396446	GPL8450	GSE15790	t2d_control		0
1522	511	67390	GSM396447	GPL8450	GSE15790		t2d	1
1522	511	67391	GSM396448	GPL8450	GSE15790	t2d_control		0
1522	511	67392	GSM396449	GPL8450	GSE15790		t2d	1
1522	511	67393	GSM396450	GPL8450	GSE15790	t2d_control		0
1522	511	67394	GSM396451	GPL8450	GSE15790		t2d	1
1522	511	67395	GSM396452	GPL8450	GSE15790	t2d_control		0
1522	511	67396	GSM396453	GPL8450	GSE15790		t2d	1
1522	511	67397	GSM396454	GPL8450	GSE15790		t2d	1
1522	511	67398	GSM396455	GPL8450	GSE15790	t2d_control		0
1522	511	67399	GSM396456	GPL8450	GSE15790		t2d	1
1522	511	67400	GSM396457	GPL8450	GSE15790	t2d_control		0
1522	511	67401	GSM396458	GPL8450	GSE15790		t2d	1
1522	511	67402	GSM396459	GPL8450	GSE15790	t2d_control		0
1522	511	67403	GSM396460	GPL8450	GSE15790		t2d	1
1522	511	67404	GSM396461	GPL8450	GSE15790	t2d_control		0
1522	511	67405	GSM396462	GPL8450	GSE15790		t2d	1
1522	511	67406	GSM396463	GPL8450	GSE15790	t2d_control		0
1522	511	67407	GSM396464	GPL8450	GSE15790	t2d_control		0
1522	511	67408	GSM396465	GPL8450	GSE15790		t2d	1
1522	511	67409	GSM396466	GPL8450	GSE15790	t2d_control		0
1522	511	67410	GSM396467	GPL8450	GSE15790		t2d	1
1522	511	67411	GSM396468	GPL8450	GSE15790		t2d	1
1522	511	67412	GSM396469	GPL8450	GSE15790	t2d_control		0
1522	511	67413	GSM396470	GPL8450	GSE15790		t2d	1
1522	511	67414	GSM396471	GPL8450	GSE15790	t2d_control		0
1522	511	67415	GSM396472	GPL8450	GSE15790		t2d	1
1522	511	67416	GSM396473	GPL8450	GSE15790	t2d_control		0
1522	511	67417	GSM396474	GPL8450	GSE15790		t2d	1
1522	511	67418	GSM396475	GPL8450	GSE15790	t2d_control		0
1522	511	67419	GSM396476	GPL8450	GSE15790	t2d_control		0
1522	511	67420	GSM396477	GPL8450	GSE15790		t2d	1
1522	511	67421	GSM396478	GPL8450	GSE15790		t2d	1
1671	60	73085	GSM412607	GPL2986	GSE16415	t2d_control		0
1671	60	73086	GSM412608	GPL2986	GSE16415	t2d_control		0
1671	60	73087	GSM412609	GPL2986	GSE16415	t2d_control		0
1671	60	73088	GSM412610	GPL2986	GSE16415	t2d_control		0
1671	60	73089	GSM412611	GPL2986	GSE16415	t2d_control		0
1671	60	73090	GSM412612	GPL2986	GSE16415		t2d	1
1671	60	73091	GSM412613	GPL2986	GSE16415		t2d	1
1671	60	73092	GSM412614	GPL2986	GSE16415		t2d	1
1671	60	73093	GSM412615	GPL2986	GSE16415		t2d	1
1671	60	73094	GSM412616	GPL2986	GSE16415		t2d	1
2269	628	92621	GSM465275	GPL9486	GSE18732	t2d_control		0
2269	628	92623	GSM465277	GPL9486	GSE18732	t2d_control		0
2269	628	92624	GSM465278	GPL9486	GSE18732		t2d	1
2269	628	92625	GSM465279	GPL9486	GSE18732	t2d_control		0
2269	628	92626	GSM465280	GPL9486	GSE18732		t2d	1
2269	628	92627	GSM465281	GPL9486	GSE18732		t2d	1
2269	628	92628	GSM465282	GPL9486	GSE18732		t2d	1
2269	628	92630	GSM465284	GPL9486	GSE18732	t2d_control		0
2269	628	92632	GSM465286	GPL9486	GSE18732		t2d	1
2269	628	92635	GSM465289	GPL9486	GSE18732	t2d_control		0
2269	628	92636	GSM465290	GPL9486	GSE18732		t2d	1
2269	628	92637	GSM465291	GPL9486	GSE18732		t2d	1
2269	628	92638	GSM465292	GPL9486	GSE18732	t2d_control		0
2269	628	92639	GSM465293	GPL9486	GSE18732		t2d	1
2269	628	92640	GSM465294	GPL9486	GSE18732	t2d_control		0
2269	628	92641	GSM465295	GPL9486	GSE18732	t2d_control		0
2269	628	92642	GSM465296	GPL9486	GSE18732		t2d	1
2269	628	92643	GSM465297	GPL9486	GSE18732	t2d_control		0
2269	628	92644	GSM465298	GPL9486	GSE18732		t2d	1
2269	628	92646	GSM465300	GPL9486	GSE18732		t2d	1
2269	628	92647	GSM465301	GPL9486	GSE18732		t2d	1
2269	628	92648	GSM465302	GPL9486	GSE18732	t2d_control		0
2269	628	92649	GSM465303	GPL9486	GSE18732	t2d_control		0
2269	628	92650	GSM465304	GPL9486	GSE18732		t2d	1
2269	628	92651	GSM465305	GPL9486	GSE18732		t2d	1
2269	628	92653	GSM465307	GPL9486	GSE18732		t2d	1
2269	628	92655	GSM465309	GPL9486	GSE18732	t2d_control		0
2269	628	92656	GSM465310	GPL9486	GSE18732	t2d_control		0
2269	628	92657	GSM465311	GPL9486	GSE18732		t2d	1
2269	628	92658	GSM465312	GPL9486	GSE18732		t2d	1
2269	628	92659	GSM465313	GPL9486	GSE18732	t2d_control		0
2269	628	92660	GSM465314	GPL9486	GSE18732		t2d	1
2269	628	92662	GSM465316	GPL9486	GSE18732	t2d_control		0
2269	628	92663	GSM465317	GPL9486	GSE18732		t2d	1
2269	628	92664	GSM465318	GPL9486	GSE18732		t2d	1
2269	628	92665	GSM465319	GPL9486	GSE18732	t2d_control		0
2269	628	92666	GSM465320	GPL9486	GSE18732	t2d_control		0
2269	628	92668	GSM465322	GPL9486	GSE18732		t2d	1
2269	628	92669	GSM465323	GPL9486	GSE18732	t2d_control		0
2269	628	92670	GSM465324	GPL9486	GSE18732		t2d	1
2269	628	92671	GSM465325	GPL9486	GSE18732		t2d	1
2269	628	92672	GSM465326	GPL9486	GSE18732		t2d	1
2269	628	92675	GSM465329	GPL9486	GSE18732	t2d_control		0
2269	628	92676	GSM465330	GPL9486	GSE18732		t2d	1
2269	628	92677	GSM465331	GPL9486	GSE18732		t2d	1
2269	628	92678	GSM465332	GPL9486	GSE18732	t2d_control		0
2269	628	92679	GSM465333	GPL9486	GSE18732		t2d	1
2269	628	92680	GSM465334	GPL9486	GSE18732		t2d	1
2269	628	92681	GSM465335	GPL9486	GSE18732		t2d	1
2269	628	92682	GSM465336	GPL9486	GSE18732		t2d	1
2269	628	92683	GSM465337	GPL9486	GSE18732		t2d	1
2269	628	92685	GSM465339	GPL9486	GSE18732	t2d_control		0
2269	628	92687	GSM465341	GPL9486	GSE18732		t2d	1
2269	628	92688	GSM465342	GPL9486	GSE18732		t2d	1
2269	628	92689	GSM465343	GPL9486	GSE18732		t2d	1
2269	628	92691	GSM465345	GPL9486	GSE18732		t2d	1
2269	628	92692	GSM465346	GPL9486	GSE18732	t2d_control		0
2269	628	92693	GSM465347	GPL9486	GSE18732		t2d	1
2269	628	92694	GSM465348	GPL9486	GSE18732		t2d	1
2269	628	92695	GSM465349	GPL9486	GSE18732		t2d	1
2269	628	92696	GSM465350	GPL9486	GSE18732		t2d	1
2269	628	92697	GSM465351	GPL9486	GSE18732	t2d_control		0
2269	628	92698	GSM465352	GPL9486	GSE18732		t2d	1
2269	628	92699	GSM465353	GPL9486	GSE18732	t2d_control		0
2269	628	92700	GSM465354	GPL9486	GSE18732	t2d_control		0
2269	628	92701	GSM465355	GPL9486	GSE18732	t2d_control		0
2269	628	92703	GSM465357	GPL9486	GSE18732	t2d_control		0
2269	628	92705	GSM465359	GPL9486	GSE18732	t2d_control		0
2269	628	92707	GSM465361	GPL9486	GSE18732	t2d_control		0
2269	628	92708	GSM465362	GPL9486	GSE18732		t2d	1
2269	628	92709	GSM465363	GPL9486	GSE18732	t2d_control		0
2269	628	92710	GSM465364	GPL9486	GSE18732	t2d_control		0
2269	628	92711	GSM465365	GPL9486	GSE18732	t2d_control		0
2269	628	92712	GSM465366	GPL9486	GSE18732	t2d_control		0
2269	628	92714	GSM465368	GPL9486	GSE18732	t2d_control		0
2269	628	92715	GSM465369	GPL9486	GSE18732	t2d_control		0
2269	628	92716	GSM465370	GPL9486	GSE18732		t2d	1
2269	628	92717	GSM465371	GPL9486	GSE18732	t2d_control		0
2269	628	92718	GSM465372	GPL9486	GSE18732	t2d_control		0
2269	628	92719	GSM465373	GPL9486	GSE18732	t2d_control		0
2269	628	92720	GSM465374	GPL9486	GSE18732	t2d_control		0
2269	628	92722	GSM465376	GPL9486	GSE18732	t2d_control		0
2269	628	92724	GSM465378	GPL9486	GSE18732		t2d	1
2269	628	92725	GSM465379	GPL9486	GSE18732	t2d_control		0
2269	628	92726	GSM465380	GPL9486	GSE18732		t2d	1
2269	628	92727	GSM465381	GPL9486	GSE18732	t2d_control		0
2269	628	92730	GSM465384	GPL9486	GSE18732	t2d_control		0
2269	628	92731	GSM465385	GPL9486	GSE18732	t2d_control		0
2269	628	92732	GSM465386	GPL9486	GSE18732	t2d_control		0
2269	628	92734	GSM465388	GPL9486	GSE18732		t2d	1
2269	628	92736	GSM465390	GPL9486	GSE18732	t2d_control		0
2269	628	92737	GSM465391	GPL9486	GSE18732	t2d_control		0
2433	4	98620	GSM482933	GPL570	GSE19420	t2d_control		0
2433	4	98621	GSM482934	GPL570	GSE19420	t2d_control		0
2433	4	98622	GSM482935	GPL570	GSE19420	t2d_control		0
2433	4	98623	GSM482936	GPL570	GSE19420		t2d	1
2433	4	98624	GSM482937	GPL570	GSE19420		t2d	1
2433	4	98625	GSM482938	GPL570	GSE19420	t2d_control		0
2433	4	98626	GSM482939	GPL570	GSE19420	t2d_control		0
2433	4	98627	GSM482940	GPL570	GSE19420		t2d	1
2433	4	98628	GSM482941	GPL570	GSE19420		t2d	1
2433	4	98629	GSM482942	GPL570	GSE19420		t2d	1
2433	4	98630	GSM482943	GPL570	GSE19420		t2d	1
2433	4	98631	GSM482944	GPL570	GSE19420	t2d_control		0
2433	4	98632	GSM482945	GPL570	GSE19420	t2d_control		0
2433	4	98633	GSM482946	GPL570	GSE19420		t2d	1
2433	4	98634	GSM482947	GPL570	GSE19420	t2d_control		0
2433	4	98635	GSM482948	GPL570	GSE19420	t2d_control		0
2433	4	98636	GSM482949	GPL570	GSE19420		t2d	1
2433	4	98637	GSM482950	GPL570	GSE19420		t2d	1
2433	4	98638	GSM482951	GPL570	GSE19420		t2d	1
2433	4	98639	GSM482952	GPL570	GSE19420		t2d	1
2433	4	98640	GSM482953	GPL570	GSE19420	t2d_control		0
2433	4	98641	GSM482954	GPL570	GSE19420		t2d	1
2433	4	98642	GSM482955	GPL570	GSE19420		t2d	1
2433	4	98643	GSM482956	GPL570	GSE19420		t2d	1
2433	4	98644	GSM482957	GPL570	GSE19420	t2d_control		0
2433	4	98645	GSM482958	GPL570	GSE19420	t2d_control		0
2433	4	98646	GSM482959	GPL570	GSE19420	t2d_control		0
2433	4	98647	GSM482960	GPL570	GSE19420	t2d_control		0
2433	4	98648	GSM482961	GPL570	GSE19420	t2d_control		0
2433	4	98649	GSM482962	GPL570	GSE19420	t2d_control		0
2433	4	98650	GSM482963	GPL570	GSE19420	t2d_control		0
2433	4	98651	GSM482964	GPL570	GSE19420		t2d	1
2433	4	98652	GSM482965	GPL570	GSE19420		t2d	1
2433	4	98653	GSM482966	GPL570	GSE19420	t2d_control		0
2433	4	98654	GSM482967	GPL570	GSE19420	t2d_control		0
2433	4	98655	GSM482968	GPL570	GSE19420	t2d_control		0
2433	4	98656	GSM482969	GPL570	GSE19420	t2d_control		0
2433	4	98657	GSM482970	GPL570	GSE19420	t2d_control		0
2433	4	98658	GSM482971	GPL570	GSE19420	t2d_control		0
2433	4	98659	GSM482972	GPL570	GSE19420		t2d	1
2433	4	98660	GSM482973	GPL570	GSE19420		t2d	1
2433	4	98661	GSM482974	GPL570	GSE19420	t2d_control		0
2827	67	115401	GSM524151	GPL1352	GSE20966	t2d_control		0
2827	67	115402	GSM524152	GPL1352	GSE20966	t2d_control		0
2827	67	115403	GSM524153	GPL1352	GSE20966	t2d_control		0
2827	67	115404	GSM524154	GPL1352	GSE20966	t2d_control		0
2827	67	115405	GSM524155	GPL1352	GSE20966	t2d_control		0
2827	67	115406	GSM524156	GPL1352	GSE20966	t2d_control		0
2827	67	115407	GSM524157	GPL1352	GSE20966	t2d_control		0
2827	67	115408	GSM524158	GPL1352	GSE20966	t2d_control		0
2827	67	115409	GSM524159	GPL1352	GSE20966	t2d_control		0
2827	67	115410	GSM524160	GPL1352	GSE20966	t2d_control		0
2827	67	115411	GSM524161	GPL1352	GSE20966		t2d	1
2827	67	115412	GSM524162	GPL1352	GSE20966		t2d	1
2827	67	115413	GSM524163	GPL1352	GSE20966		t2d	1
2827	67	115414	GSM524164	GPL1352	GSE20966		t2d	1
2827	67	115415	GSM524165	GPL1352	GSE20966		t2d	1
2827	67	115416	GSM524166	GPL1352	GSE20966		t2d	1
2827	67	115417	GSM524167	GPL1352	GSE20966		t2d	1
2827	67	115418	GSM524168	GPL1352	GSE20966		t2d	1
2827	67	115419	GSM524169	GPL1352	GSE20966		t2d	1
2827	67	115420	GSM524170	GPL1352	GSE20966		t2d	1
2908	22	120127	GSM533283	GPL80	GSE21340		t2d	1
2908	22	120128	GSM533284	GPL80	GSE21340	t2d_control		0
2908	22	120129	GSM533285	GPL80	GSE21340	t2d_control		0
2908	22	120130	GSM533286	GPL80	GSE21340		t2d	1
2908	22	120131	GSM533287	GPL80	GSE21340	t2d_control		0
2908	22	120132	GSM533288	GPL80	GSE21340	t2d_control		0
2908	22	120133	GSM533289	GPL80	GSE21340		t2d	1
2908	22	120134	GSM533290	GPL80	GSE21340	t2d_control		0
2908	22	120135	GSM533291	GPL80	GSE21340		t2d	1
2908	22	120136	GSM533292	GPL80	GSE21340		t2d	1
2908	22	120139	GSM533295	GPL80	GSE21340	t2d_control		0
2908	22	120140	GSM533296	GPL80	GSE21340	t2d_control		0
2908	22	120141	GSM533297	GPL80	GSE21340	t2d_control		0
2908	22	120142	GSM533298	GPL80	GSE21340	t2d_control		0
2908	22	120143	GSM533299	GPL80	GSE21340	t2d_control		0
3492	780	143129	GSM577963	GPL10775	GSE23561	t2d_control		0
3492	780	143130	GSM577964	GPL10775	GSE23561	t2d_control		0
3492	780	143131	GSM577965	GPL10775	GSE23561	t2d_control		0
3492	780	143132	GSM577966	GPL10775	GSE23561	t2d_control		0
3492	780	143133	GSM577967	GPL10775	GSE23561	t2d_control		0
3492	780	143134	GSM577968	GPL10775	GSE23561	t2d_control		0
3492	780	143135	GSM577969	GPL10775	GSE23561	t2d_control		0
3492	780	143136	GSM577970	GPL10775	GSE23561	t2d_control		0
3492	780	143137	GSM577971	GPL10775	GSE23561	t2d_control		0
3492	780	143156	GSM577990	GPL10775	GSE23561		t2d	1
3492	780	143157	GSM577991	GPL10775	GSE23561		t2d	1
3492	780	143158	GSM577992	GPL10775	GSE23561		t2d	1
3492	780	143159	GSM577993	GPL10775	GSE23561		t2d	1
3492	780	143160	GSM577994	GPL10775	GSE23561		t2d	1
3492	780	143161	GSM577995	GPL10775	GSE23561		t2d	1
3492	780	143162	GSM577996	GPL10775	GSE23561		t2d	1
3492	780	143163	GSM577997	GPL10775	GSE23561		t2d	1
3991	4	166226	GSM624925	GPL570	GSE25462	t2d_control		0
3991	4	166227	GSM624926	GPL570	GSE25462	t2d_control		0
3991	4	166228	GSM624927	GPL570	GSE25462	t2d_control		0
3991	4	166229	GSM624928	GPL570	GSE25462	t2d_control		0
3991	4	166230	GSM624929	GPL570	GSE25462	t2d_control		0
3991	4	166231	GSM624930	GPL570	GSE25462	t2d_control		0
3991	4	166232	GSM624931	GPL570	GSE25462	t2d_control		0
3991	4	166233	GSM624932	GPL570	GSE25462	t2d_control		0
3991	4	166234	GSM624933	GPL570	GSE25462	t2d_control		0
3991	4	166235	GSM624934	GPL570	GSE25462	t2d_control		0
3991	4	166236	GSM624935	GPL570	GSE25462	t2d_control		0
3991	4	166237	GSM624936	GPL570	GSE25462	t2d_control		0
