mygene_sym	mygene_entrez	doid	slim_id	slim_name	case_query	control_query
LOC391722	391722	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC399491	399491	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC441124	441124	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC493754	493754	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC494150	494150	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC643486	643486	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC650157	650157	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC728637	728637	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC728690	728690	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC728819	728819	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC729911	729911	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC90834	90834	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC93432	93432	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
SNORA73B	6081	DOID_0050156	DOID:0050156	idiopathic pulmonary fibrosis	IPF == 'IPF'	IPF_control == 'IPF_control'
LOC100507054	100507054	DOID_7147	DOID:7147	ankylosing spondylitis	ankylosing_spondylitis == 'ankylosing_spondylitis'	ankylosing_spondylitis_control == 'ankylosing_spondylitis_control'
LOC100507316	100507316	DOID_7147	DOID:7147	ankylosing spondylitis	ankylosing_spondylitis == 'ankylosing_spondylitis'	ankylosing_spondylitis_control == 'ankylosing_spondylitis_control'
LOC283070	283070	DOID_7147	DOID:7147	ankylosing spondylitis	ankylosing_spondylitis == 'ankylosing_spondylitis'	ankylosing_spondylitis_control == 'ankylosing_spondylitis_control'
LOC493754	493754	DOID_7147	DOID:7147	ankylosing spondylitis	ankylosing_spondylitis == 'ankylosing_spondylitis'	ankylosing_spondylitis_control == 'ankylosing_spondylitis_control'
AGAP10	728127	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
C18orf49	400653	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
CTB-174D11.1	728095	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
CXorf22	170063	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
CXorf30	645090	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
DKFZp451A211	400169	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
DKFZp564H213	440432	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ00290	441310	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ11292	55338	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ13744	80078	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ16124	440867	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ20518	647476	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ22184	80164	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ25694	100128202	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ31306	379025	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ32955	150596	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ33544	728283	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ34521	646383	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ38379	285097	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ38668	644903	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ38717	401261	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ39080	441355	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ41757	440862	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
FLJ46026	400627	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100093631	100093631	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100128416	100128416	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100129361	100129361	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100130938	100130938	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100132891	100132891	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100133862	100133862	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100287098	100287098	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100289098	100289098	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100293211	100293211	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100499221	100499221	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100505718	100505718	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100505811	100505811	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100505812	100505812	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100505902	100505902	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100506014	100506014	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100506172	100506172	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100506351	100506351	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100506379	100506379	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100506538	100506538	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100506558	100506558	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100506827	100506827	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100506870	100506870	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100506882	100506882	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100507033	100507033	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100507054	100507054	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100507165	100507165	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100507316	100507316	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100507419	100507419	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100507501	100507501	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100509764	100509764	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100630918	100630918	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100653005	100653005	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100653086	100653086	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC100996425	100996425	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC145837	145837	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC154872	154872	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC158960	158960	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC253044	253044	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC253842	253842	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC283070	283070	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC283682	283682	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC283692	283692	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC283693	283693	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC283914	283914	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC284837	284837	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC286009	286009	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC286189	286189	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC286190	286190	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC286367	286367	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC388210	388210	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC399491	399491	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC441124	441124	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC493754	493754	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC494150	494150	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC653739	653739	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC728690	728690	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC728819	728819	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC90834	90834	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
LOC93432	93432	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
MGC12488	84786	DOID_0050742	DOID:0050742	nicotine dependence	Smoker == 'Smoker'	Nonsmoker == 'Nonsmoker'
AGAP10	728127	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
C18orf49	400653	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
CLTC-IT1	100506863	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
CTB-174D11.1	728095	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
CXorf22	170063	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
CXorf30	645090	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
DKFZp451A211	400169	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
DKFZp564H213	440432	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ00290	441310	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ11292	55338	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ13744	80078	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ16124	440867	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ20518	647476	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ22184	80164	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ25694	100128202	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ31306	379025	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ32955	150596	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ38379	285097	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ38668	644903	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ38717	401261	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ41757	440862	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
FLJ46026	400627	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100093631	100093631	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100128416	100128416	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100129361	100129361	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100130938	100130938	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100132891	100132891	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100133862	100133862	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100287098	100287098	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100289098	100289098	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100293211	100293211	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100499221	100499221	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100505812	100505812	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100505902	100505902	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100506014	100506014	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100506379	100506379	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100506538	100506538	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100506558	100506558	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100506870	100506870	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100506882	100506882	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100507033	100507033	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100507054	100507054	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100507165	100507165	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100507316	100507316	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100507419	100507419	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100507501	100507501	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100509764	100509764	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100630918	100630918	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100653005	100653005	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100653086	100653086	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC100996425	100996425	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC145837	145837	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC154872	154872	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC158960	158960	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC253044	253044	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC253842	253842	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC283070	283070	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC283693	283693	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC283914	283914	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC284837	284837	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC286009	286009	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC286367	286367	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC388210	388210	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC399491	399491	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC441124	441124	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC493754	493754	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC494150	494150	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC653739	653739	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC728690	728690	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC728819	728819	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC90834	90834	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
LOC93432	93432	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
MGC12488	84786	DOID_1909	DOID:1909	melanoma	melanoma == 'melanoma'	melanoma_control == 'melanoma_control'
AGAP10	728127	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
C18orf49	400653	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
CTB-174D11.1	728095	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
CXorf22	170063	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
CXorf30	645090	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
DKFZp451A211	400169	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ00290	441310	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ11292	55338	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ13744	80078	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ16124	440867	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ22184	80164	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ25694	100128202	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ31306	379025	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ32955	150596	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ33544	728283	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ34521	646383	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ38379	285097	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ38668	644903	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ40453	100288254	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ41733	400870	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ43681	388574	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ44124	641737	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ46010	401191	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
FLJ46836	401554	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
LCA10	643736	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
LOC100093631	100093631	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
LOC100499221	100499221	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
LOC100505718	100505718	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
LOC100506014	100506014	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
LOC100506172	100506172	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
LOC100506351	100506351	DOID_10763	DOID:10763	hypertension	PHT == 'PHT' or hypertension == 'hypertension'	PHT_Control == 'PHT_Control' or hypertension_control == 'hypertension_control'
